Lot Id,Item Id,Canonical Name,Item Type,Catalogue No,Barcode Gtin,Unit Of Measure,Location Id,Location Name,Batch/Lot,Serial Number,Expiry Date,Recall Status,Sterility Status,Qty On Hand,Qty Reserved,Unit Cost GBP,Last Counted At,Source System
LOT-SUTU-TIGERWIRE_2-02,INV-SUTU-TIGERWIRE_2,TigerWire #2,suture,SUT-576020,05096907844736,box,LOC-STOCK-04,Trauma Emergency Cupboard,B422823,N/A,06/10/2026,clear,sterile, 17 , 2 ,GBP 26.55,04/07/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-TIGERWIRE_2-03,INV-SUTU-TIGERWIRE_2,TigerWire #2, suture ,SUT-576020,05096907844736, box ,LOC-STOCK-03, Day Surgery Store ,B400692,,18/06/2026,clear,sterile,23,3,GBP 33.13,23/06/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-TIGERWIRE_2-04,INV-SUTU-TIGERWIRE_2,TigerWire #2,suture,SUT-576020,05096907844736,box,LOC-STOCK-03,Day Surgery Store,B726003,N/A,07/08/2026,clear,sterile,61, 1 ,GBP 47.13,21/06/2026 00:00, ScanTrack Theatre Inventory 
LOT-SUTU-VICRYL_0-01,INV-SUTU-VICRYL_0, Vicryl 0 , suture , SUT-338007 ,05010276773592, box ,LOC-STOCK-04,Trauma Emergency Cupboard,B362035,,06/10/2026,clear,sterile,61,1,GBP 42.75,18/06/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-VICRYL_0-02,INV-SUTU-VICRYL_0,Vicryl 0,suture, SUT-338007 ,05010276773592,box,LOC-STOCK-01,Main Theatre Sterile Store,B542750,,27/06/2028,clear,sterile, 39 ,5,GBP 17.32,19/06/2026 00:00, ERP Materials Management 
LOT-SUTU-VICRYL_1-01,INV-SUTU-VICRYL_1,Vicryl 1,suture,SUT-255326,05056258815371, box ,LOC-STOCK-03, Day Surgery Store , B532961 ,N/A,07/08/2026, clear ,sterile,74, 1 ,GBP 50.16,03/07/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-VICRYL_1-02,INV-SUTU-VICRYL_1,Vicryl 1,suture,SUT-255326,05056258815371,box,LOC-STOCK-05, Vendor Loan Kit Holding Bay ,B574760,,07/08/2026,clear,sterile,64, 2 ,GBP 41.98,23/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-VICRYL_1-03,INV-SUTU-VICRYL_1,Vicryl 1,suture,SUT-255326,05056258815371,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B123205,N/A,07/08/2026,clear,sterile, 12 ,1,GBP 56.52,29/06/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-VICRYL_2_0-01,INV-SUTU-VICRYL_2_0,Vicryl 2-0,suture,SUT-478642,05032104696325,box,LOC-STOCK-02, Orthopaedic Implant Store ,B194578,,08/07/2027,clear,sterile,7, 1 ,GBP 5.29,02/07/2026 00:00, ScanTrack Theatre Inventory 
LOT-SUTU-VICRYL_2_0-02,INV-SUTU-VICRYL_2_0, Vicryl 2-0 ,suture,SUT-478642, 05032104696325 ,box,LOC-STOCK-03,Day Surgery Store,B586208,,06/10/2026,clear,sterile,69,5,GBP 46.84,28/06/2026 00:00,Manual Theatre Stocktake
LOT-SUTU-VICRYL_3_0-01,INV-SUTU-VICRYL_3_0,Vicryl 3-0,suture,SUT-593837,05027877470168, box ,LOC-STOCK-01,Main Theatre Sterile Store,B669578,,18/06/2026, clear ,sterile,56, 3 ,GBP 14.22,30/06/2026 00:00,ScanTrack Theatre Inventory
LOT-SUTU-VICRYL_3_0-02,INV-SUTU-VICRYL_3_0,Vicryl 3-0,suture,SUT-593837,05027877470168,box,LOC-STOCK-04, Trauma Emergency Cupboard ,B908688,N/A,27/06/2028,clear,sterile, 37 ,3,GBP 17.72,07/07/2026 00:00,Manual Theatre Stocktake
LOT-DRES-ADAPTIC-01,INV-DRES-ADAPTIC, Adaptic ,dressing,DRE-897387,05039500479748,each,LOC-STOCK-02,Orthopaedic Implant Store,B595793,,08/07/2027,clear,sterile,72, 3 ,GBP 29.10,29/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-ADAPTIC-02,INV-DRES-ADAPTIC,Adaptic,dressing,DRE-897387,05039500479748,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B646230,N/A,15/07/2026,clear,sterile,11,0,GBP 11.76,18/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-ADAPTIC-03,INV-DRES-ADAPTIC,Adaptic,dressing,DRE-897387,05039500479748,each,LOC-STOCK-02, Orthopaedic Implant Store , B218414 ,N/A,15/07/2026,clear,sterile, 12 ,1,GBP 27.13,28/06/2026 00:00,Manual Theatre Stocktake
LOT-DRES-ADAPTIC-04,INV-DRES-ADAPTIC, Adaptic ,dressing,DRE-897387,05039500479748,each,LOC-STOCK-01,Main Theatre Sterile Store,B515035,N/A,15/07/2026,clear,sterile, 80 ,1,GBP 1.86,07/07/2026 00:00,ERP Materials Management
LOT-DRES-AQUACEL_AG-01,INV-DRES-AQUACEL_AG,Aquacel Ag,dressing, DRE-388006 ,05062456506098, each ,LOC-STOCK-01,Main Theatre Sterile Store,B360804,N/A,08/07/2027,clear,sterile, 53 ,1,GBP 21.75,17/06/2026 00:00,ERP Materials Management
LOT-DRES-AQUACEL_AG-02,INV-DRES-AQUACEL_AG,Aquacel Ag,dressing,DRE-388006,05062456506098, each ,LOC-STOCK-01, Main Theatre Sterile Store ,B472787,N/A,07/08/2026,clear, sterile , 13 ,5,GBP 7.73,21/06/2026 00:00,Manual Theatre Stocktake
LOT-DRES-AQUACEL_AG-03,INV-DRES-AQUACEL_AG,Aquacel Ag,dressing,DRE-388006,05062456506098,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B926867,,15/07/2026,clear,sterile,46, 5 ,GBP 32.15,24/06/2026 00:00,ERP Materials Management
LOT-DRES-AQUACEL_AG-04,INV-DRES-AQUACEL_AG, Aquacel Ag , dressing , DRE-388006 ,05062456506098,each,LOC-STOCK-03, Day Surgery Store ,B859587,N/A,15/07/2026,clear, sterile ,54,1,GBP 11.65,07/07/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-AQUACEL_SURGICAL-01,INV-DRES-AQUACEL_SURGICAL, Aquacel Surgical ,dressing,DRE-896013,05016878499121,box,LOC-STOCK-02,Orthopaedic Implant Store,B694229,N/A,04/01/2027,clear,sterile,68,1,GBP 23.52,28/06/2026 00:00, ERP Materials Management 
LOT-DRES-AQUACEL_SURGICAL-02,INV-DRES-AQUACEL_SURGICAL, Aquacel Surgical ,dressing,DRE-896013,05016878499121,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B268132,N/A,06/10/2026, clear ,sterile, 82 ,0,GBP 23.01,24/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-AQUACEL_SURGICAL-03,INV-DRES-AQUACEL_SURGICAL,Aquacel Surgical,dressing,DRE-896013,05016878499121, box ,LOC-STOCK-04,Trauma Emergency Cupboard, B100754 ,N/A,27/06/2028,clear,sterile,52, 5 ,GBP 21.99,03/07/2026 00:00,Manual Theatre Stocktake
LOT-DRES-AQUACEL_SURGICAL-04,INV-DRES-AQUACEL_SURGICAL, Aquacel Surgical ,dressing,DRE-896013,05016878499121,box,LOC-STOCK-02,Orthopaedic Implant Store, B436272 ,N/A,04/01/2027,clear,sterile, 85 , 5 ,GBP 4.07,21/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-CREPE_BANDAGE-01,INV-DRES-CREPE_BANDAGE,Crepe Bandage, dressing ,DRE-531687,05085239868000,each,LOC-STOCK-02,Orthopaedic Implant Store, B742818 ,,04/01/2027,clear,sterile, 76 , 2 ,GBP 14.57,18/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-CREPE_BANDAGE-02,INV-DRES-CREPE_BANDAGE,Crepe Bandage,dressing,DRE-531687,05085239868000,each,LOC-STOCK-01,Main Theatre Sterile Store,B975763,,18/06/2026,clear,sterile, 14 ,1,GBP 8.73,07/07/2026 00:00,Manual Theatre Stocktake
LOT-DRES-JELONET-01,INV-DRES-JELONET,Jelonet,dressing,DRE-508811,05087298259526, pack ,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B772925,N/A,06/10/2026, clear ,sterile, 10 , 3 ,GBP 28.15,22/06/2026 00:00,ERP Materials Management
LOT-DRES-MELOLIN-01,INV-DRES-MELOLIN,Melolin, dressing ,DRE-910266,05088879470551,box,LOC-STOCK-01,Main Theatre Sterile Store,B113721,N/A,18/06/2026,clear,sterile,83,1,GBP 28.06,06/07/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-MELOLIN-02,INV-DRES-MELOLIN,Melolin,dressing,DRE-910266, 05088879470551 ,box,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B879592,N/A,27/06/2028, clear ,sterile,52, 3 ,GBP 34.79,07/07/2026 00:00,ERP Materials Management
LOT-DRES-MELOLIN-03,INV-DRES-MELOLIN,Melolin, dressing ,DRE-910266, 05088879470551 ,box,LOC-STOCK-03,Day Surgery Store,B181721,,07/08/2026,clear, sterile ,15,1,GBP 40.40,05/07/2026 00:00, Manual Theatre Stocktake 
LOT-DRES-MEPITEL-01,INV-DRES-MEPITEL,Mepitel,dressing,DRE-864355, 05097499309728 ,pack,LOC-STOCK-05,Vendor Loan Kit Holding Bay, B788784 ,,04/01/2027, clear ,sterile,30,1,GBP 24.59,03/07/2026 00:00,ERP Materials Management
LOT-DRES-MEPITEL-02,INV-DRES-MEPITEL,Mepitel,dressing, DRE-864355 ,05097499309728,pack,LOC-STOCK-05,Vendor Loan Kit Holding Bay, B475351 ,N/A,08/07/2027,clear,sterile,19,5,GBP 20.08,17/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-MEPORE-01,INV-DRES-MEPORE,Mepore, dressing ,DRE-133664,05030913075626,pack,LOC-STOCK-04,Trauma Emergency Cupboard,B629208,N/A,15/07/2026,clear,sterile, 76 ,2,GBP 28.13,21/06/2026 00:00,ERP Materials Management
LOT-DRES-OPSITE_FLEXIFIX-01,INV-DRES-OPSITE_FLEXIFIX, Opsite Flexifix ,dressing,DRE-794110,05068970283857, pack ,LOC-STOCK-03,Day Surgery Store,B985893,N/A,07/08/2026, clear ,sterile,76,2,GBP 18.20,18/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-OPSITE_FLEXIFIX-02,INV-DRES-OPSITE_FLEXIFIX,Opsite Flexifix,dressing,DRE-794110,05068970283857,pack,LOC-STOCK-02,Orthopaedic Implant Store,B690500,N/A,27/06/2028,clear,sterile,83,4,GBP 10.16,21/06/2026 00:00,ERP Materials Management
LOT-DRES-OPSITE_FLEXIFIX-03,INV-DRES-OPSITE_FLEXIFIX,Opsite Flexifix,dressing,DRE-794110,05068970283857,pack,LOC-STOCK-04, Trauma Emergency Cupboard , B516379 ,N/A,07/08/2026,clear,sterile,63,0,GBP 30.92,29/06/2026 00:00,ERP Materials Management
LOT-DRES-OPSITE_FLEXIFIX-04,INV-DRES-OPSITE_FLEXIFIX, Opsite Flexifix ,dressing, DRE-794110 ,05068970283857,pack,LOC-STOCK-01,Main Theatre Sterile Store,B414922,N/A,18/06/2026,clear,sterile, 44 , 1 ,GBP 10.20,28/06/2026 00:00,Manual Theatre Stocktake
LOT-DRES-OPSITE_POST_OP-01,INV-DRES-OPSITE_POST_OP,Opsite Post-Op, dressing ,DRE-764106,05027858549733, box ,LOC-STOCK-05,Vendor Loan Kit Holding Bay, B262230 ,N/A,04/01/2027,clear,sterile, 79 , 0 ,GBP 3.03,27/06/2026 00:00,Manual Theatre Stocktake
LOT-DRES-OPSITE_POST_OP-02,INV-DRES-OPSITE_POST_OP,Opsite Post-Op,dressing,DRE-764106,05027858549733,box,LOC-STOCK-02,Orthopaedic Implant Store,B344312,,15/07/2026,clear,sterile,80,2,GBP 34.35,06/07/2026 00:00, ERP Materials Management 
LOT-DRES-OPSITE_POST_OP-03,INV-DRES-OPSITE_POST_OP,Opsite Post-Op,dressing,DRE-764106, 05027858549733 ,box,LOC-STOCK-01,Main Theatre Sterile Store,B858729,N/A,06/10/2026,clear, sterile ,33, 2 ,GBP 33.61,03/07/2026 00:00, ScanTrack Theatre Inventory 
LOT-DRES-PRIMAPORE-01,INV-DRES-PRIMAPORE, Primapore ,dressing,DRE-920218, 05044375758441 ,pack,LOC-STOCK-05, Vendor Loan Kit Holding Bay ,B500080,N/A,04/01/2027,clear,sterile, 10 , 0 ,GBP 33.09,28/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-STERI_STRIPS_12MM-01,INV-DRES-STERI_STRIPS_12MM,Steri-Strips 12mm,dressing,DRE-718184,05052404157473,each,LOC-STOCK-02,Orthopaedic Implant Store,B883997,N/A,06/10/2026,clear,sterile,21,5,GBP 35.90,08/07/2026 00:00,ERP Materials Management
LOT-DRES-STERI_STRIPS_12MM-02,INV-DRES-STERI_STRIPS_12MM,Steri-Strips 12mm,dressing, DRE-718184 ,05052404157473,each,LOC-STOCK-03,Day Surgery Store,B649855,,27/06/2028,clear,sterile,12,0,GBP 14.43,20/06/2026 00:00,Manual Theatre Stocktake
LOT-DRES-STERI_STRIPS_12MM-03,INV-DRES-STERI_STRIPS_12MM,Steri-Strips 12mm,dressing,DRE-718184,05052404157473,each,LOC-STOCK-02,Orthopaedic Implant Store,B152973,N/A,07/08/2026,clear,sterile,34, 5 ,GBP 31.13,26/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-STERI_STRIPS_12MM-04,INV-DRES-STERI_STRIPS_12MM,Steri-Strips 12mm,dressing,DRE-718184, 05052404157473 , each ,LOC-STOCK-01,Main Theatre Sterile Store,B332873,N/A,27/06/2028, clear , sterile ,70,3,GBP 13.24,26/06/2026 00:00,Manual Theatre Stocktake
LOT-DRES-STERI_STRIPS_6MM-01,INV-DRES-STERI_STRIPS_6MM,Steri-Strips 6mm, dressing , DRE-546584 ,05021993308330,each,LOC-STOCK-01,Main Theatre Sterile Store, B674779 ,,07/08/2026,clear,sterile,79, 3 ,GBP 12.13,26/06/2026 00:00,ERP Materials Management
LOT-DRES-STERI_STRIPS_6MM-02,INV-DRES-STERI_STRIPS_6MM,Steri-Strips 6mm,dressing,DRE-546584, 05021993308330 ,each,LOC-STOCK-02, Orthopaedic Implant Store ,B604283,,06/10/2026, clear ,sterile, 22 , 4 ,GBP 9.52,26/06/2026 00:00,ERP Materials Management
LOT-DRES-TEGADERM_FOAM-01,INV-DRES-TEGADERM_FOAM,Tegaderm Foam, dressing ,DRE-550009,05071208267734,box,LOC-STOCK-02,Orthopaedic Implant Store,B354085,,04/01/2027,clear,sterile,73, 0 ,GBP 12.28,25/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-TEGADERM_FOAM-02,INV-DRES-TEGADERM_FOAM,Tegaderm Foam,dressing,DRE-550009,05071208267734, box ,LOC-STOCK-01,Main Theatre Sterile Store,B804378,N/A,08/07/2027,clear,sterile,17,3,GBP 18.65,27/06/2026 00:00,Manual Theatre Stocktake
LOT-DRES-TUBIGRIP_SIZE_B-01,INV-DRES-TUBIGRIP_SIZE_B,Tubigrip Size B,dressing,DRE-731072,05019380262067,each,LOC-STOCK-03, Day Surgery Store ,B277477,,07/08/2026, clear ,sterile,9,2,GBP 26.46,24/06/2026 00:00,ERP Materials Management
LOT-DRES-TUBIGRIP_SIZE_B-02,INV-DRES-TUBIGRIP_SIZE_B,Tubigrip Size B,dressing,DRE-731072,05019380262067, each ,LOC-STOCK-02,Orthopaedic Implant Store,B818651,,15/07/2026,clear,sterile,35,2,GBP 7.82,06/07/2026 00:00,Manual Theatre Stocktake
LOT-DRES-TUBIGRIP_SIZE_B-03,INV-DRES-TUBIGRIP_SIZE_B,Tubigrip Size B,dressing,DRE-731072, 05019380262067 ,each,LOC-STOCK-02, Orthopaedic Implant Store , B972881 ,,08/07/2027,clear,sterile,85,2,GBP 2.06,05/07/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-TUBIGRIP_SIZE_C-01,INV-DRES-TUBIGRIP_SIZE_C,Tubigrip Size C,dressing,DRE-581494,05004991547887,each,LOC-STOCK-05,Vendor Loan Kit Holding Bay,B322167,,06/10/2026,clear,sterile,32,1,GBP 23.63,30/06/2026 00:00,ERP Materials Management
LOT-DRES-TUBIGRIP_SIZE_C-02,INV-DRES-TUBIGRIP_SIZE_C, Tubigrip Size C , dressing ,DRE-581494,05004991547887,each,LOC-STOCK-01,Main Theatre Sterile Store, B494900 ,N/A,06/10/2026,clear,sterile,24, 4 ,GBP 38.19,22/06/2026 00:00,Manual Theatre Stocktake
LOT-DRES-TUBIGRIP_SIZE_C-03,INV-DRES-TUBIGRIP_SIZE_C,Tubigrip Size C,dressing, DRE-581494 ,05004991547887,each,LOC-STOCK-02,Orthopaedic Implant Store,B927524,,07/08/2026,clear,sterile,42,5,GBP 26.53,07/07/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-TUBIGRIP_SIZE_C-04,INV-DRES-TUBIGRIP_SIZE_C,Tubigrip Size C,dressing, DRE-581494 ,05004991547887,each,LOC-STOCK-04,Trauma Emergency Cupboard,B792451,N/A,08/07/2027, supplier_notice ,sterile,14, 2 ,GBP 28.35,17/06/2026 00:00,ScanTrack Theatre Inventory
LOT-DRES-WOOL_AND_CREPE-01,INV-DRES-WOOL_AND_CREPE,Wool and Crepe, dressing , DRE-519514 ,05031527420549,pack,LOC-STOCK-02, Orthopaedic Implant Store ,B499194,,18/06/2026, clear ,sterile,55,4,GBP 41.05,05/07/2026 00:00,ScanTrack Theatre Inventory
